label,spread,tick_volume,Bullish swing,Bearish swing,Bullish pinbar,Bearish pinbar,Inside bar,Outside bar,Bullish engulfing,Bearish engulfing
False,6,92149,False,False,False,False,False,True,False,False
True,6,93938,False,True,False,False,False,False,False,False
False,7,97672,False,False,False,False,False,False,False,False
True,6,85245,True,False,False,False,True,False,False,False
False,6,85962,False,False,False,False,False,False,False,False
False,4,84902,False,True,False,False,True,False,False,False
True,7,79829,False,False,False,False,False,False,False,False
True,6,82280,True,False,False,False,False,False,False,False
False,7,75191,False,False,False,False,False,False,False,False
False,8,96072,False,True,False,False,False,False,False,False
False,8,93216,False,False,False,False,False,False,False,False
False,6,83686,False,False,False,False,False,False,False,False
False,6,80132,False,False,False,False,False,False,False,False
False,7,82639,False,False,False,False,False,False,False,False
True,7,100638,False,False,False,True,False,True,False,False
False,7,94976,True,True,False,False,True,False,False,False
False,6,97398,False,False,False,False,False,False,False,False
True,7,104141,False,False,False,False,False,False,False,False
True,7,117773,False,False,False,False,False,False,False,False
True,6,111128,True,False,False,False,False,False,False,False
True,7,113708,False,False,False,False,False,False,False,False
False,7,105969,False,False,False,False,False,False,False,False
False,7,95834,False,True,False,False,True,False,False,False
True,7,101440,False,False,True,False,False,False,False,False
False,6,112022,True,False,False,False,False,False,False,False
False,4,112465,False,False,False,False,False,True,False,False
True,4,124341,False,True,False,False,False,False,False,False
True,7,119062,True,False,False,False,True,False,False,False
True,7,124551,False,False,True,False,False,False,False,False
False,7,112088,True,False,False,False,False,False,False,False
True,4,109597,False,False,False,False,False,False,False,False
False,6,114179,False,True,False,False,False,False,False,False
False,4,104660,False,False,False,False,False,False,False,False
True,7,112427,False,False,False,False,False,False,False,False
True,7,122484,False,False,False,False,False,False,False,False
True,4,113635,True,False,False,False,False,False,False,False
False,7,107650,False,False,False,False,False,True,False,False
True,2,119619,True,False,False,True,False,False,False,False
True,6,94215,False,False,False,False,False,False,False,False
True,7,100139,False,True,False,False,True,False,False,False
False,7,102879,False,False,False,False,False,False,False,False
